dataset,cell_type,gene_set,k,n_cells,max_rank,median_detected,depth_ratio,tie_break_inclusion,mean_tie_break,mean_detected_part,mean_total,score_tie_break_share
gse161529,0,BIOCARTA_HES_PATHWAY,12,4000,1677,452.5,3.7060773480662985,0.03451518842375872,0.01243296561319817,0.025776821208507255,0.03820978682170542,0.32538694003221996
gse161529,0,BIOCARTA_HIF_PATHWAY,15,4000,1677,452.5,3.7060773480662985,0.03451518842375872,0.011076624925462134,0.08601739216855496,0.09709401709401709,0.11408143629217163
gse161529,0,BIOCARTA_HIVNEF_PATHWAY,56,4000,1677,452.5,3.7060773480662985,0.03451518842375872,0.01225440039611551,0.029813687281710535,0.04206808767782605,0.29129920261563885
gse161529,0,BIOCARTA_HSP27_PATHWAY,14,4000,1677,452.5,3.7060773480662985,0.03451518842375872,0.011474124712496807,0.0537258177868643,0.0651999424993611,0.17598366306242127
gse161529,0,BIOCARTA_HSWI_SNF_PATHWAY,12,4000,1677,452.5,3.7060773480662985,0.03451518842375872,0.011988893858079904,0.07415742397137745,0.08614631782945738,0.13916896461917438
gse161529,0,BIOCARTA_IFNA_PATHWAY,9,4000,1677,452.5,3.7060773480662985,0.03451518842375872,0.012356373815676142,0.01494278804743921,0.027299161863115352,0.4526283216178581
gse161529,0,BIOCARTA_IFNG_PATHWAY,6,4000,1677,452.5,3.7060773480662985,0.03451518842375872,0.011746471874378852,0.021019330153051085,0.03276580202742994,0.35849792001261793
gse161529,0,BIOCARTA_IGF1MTOR_PATHWAY,19,4000,1677,452.5,3.7060773480662985,0.03451518842375872,0.011831450271474751,0.0444489768697235,0.056280427141198255,0.210223178331458
gse161529,0,BIOCARTA_IGF1R_PATHWAY,23,4000,1677,452.5,3.7060773480662985,0.03451518842375872,0.011777345674211194,0.02497756086178735,0.03675490653599855,0.3204292102518668
gse161529,0,BIOCARTA_IGF1_PATHWAY,21,4000,1677,452.5,3.7060773480662985,0.03451518842375872,0.011393921969503364,0.044628183831672205,0.05602210580117557,0.20338260775024763
gse161529,0,BIOCARTA_IL10_PATHWAY,13,4000,1677,452.5,3.7060773480662985,0.03451518842375872,0.011451080225677722,0.037100522911793034,0.04855160313747076,0.23585380266959918
gse161529,0,BIOCARTA_IL12_PATHWAY,19,4000,1677,452.5,3.7060773480662985,0.03451518842375872,0.012672755233342749,0.018860818190377555,0.031533573423720304,0.40188135556530363
gse161529,0,BIOCARTA_IL17_PATHWAY,15,4000,1677,452.5,3.7060773480662985,0.03451518842375872,0.011855535678791492,0.0015398727887099982,0.013395408467501492,0.8850447306294635
gse161529,0,BIOCARTA_IL1R_PATHWAY,31,4000,1677,452.5,3.7060773480662985,0.03451518842375872,0.012215183603593206,0.018141516148267835,0.030356699751861043,0.40238839213226213
gse161529,0,BIOCARTA_IL22BP_PATHWAY,9,4000,1677,452.5,3.7060773480662985,0.03451518842375872,0.011526154508712647,0.021205409792619093,0.03273156430133174,0.352141877565066
gse161529,0,BIOCARTA_IL2RB_PATHWAY,37,4000,1677,452.5,3.7060773480662985,0.03451518842375872,0.011610235459072669,0.03374387983690309,0.04535411529597576,0.25599078238668316
gse161529,0,BIOCARTA_IL2_PATHWAY,22,4000,1677,452.5,3.7060773480662985,0.03451518842375872,0.011165467284653332,0.03838683119206375,0.049552298476717084,0.2253269298880172
gse161529,0,BIOCARTA_IL3_PATHWAY,15,4000,1677,452.5,3.7060773480662985,0.03451518842375872,0.010815871596104155,0.029354353011329756,0.040170224607433906,0.26925096142237076
gse161529,0,BIOCARTA_IL4_PATHWAY,11,4000,1677,452.5,3.7060773480662985,0.03451518842375872,0.012170461321624113,0.016154849026942048,0.02832531034856616,0.42966736010503015
gse161529,0,BIOCARTA_IL5_PATHWAY,11,4000,1677,452.5,3.7060773480662985,0.03451518842375872,0.012512820512820513,0.004493169621076598,0.01700599013389711,0.7357890022457082
