detection,n,naive,permutation,cutpoint_median,cutpoint_optimal,random,expression,codetection
0.01,360,0.2388888888888889,0.2388888888888889,0.18333333333333332,0.34444444444444444,0.06111111111111111,0.08055555555555556,0.08333333333333333
0.05,360,0.33055555555555555,0.3277777777777778,0.3,0.5527777777777778,0.09444444444444444,0.04722222222222222,0.06111111111111111
0.15,360,0.6305555555555555,0.625,0.5277777777777778,0.7722222222222223,0.44722222222222224,0.075,0.1388888888888889
