tie_break_share_low,tie_break_share_high,n,rate,ci_low,ci_high
0.0027,0.0266,80,1.0,0.954180263735425,1.0
0.0266,0.0513,80,1.0,0.954180263735425,1.0
0.0513,0.0874,80,1.0,0.954180263735425,1.0
0.0874,0.167,80,0.9625,0.8954510802560568,0.9871656636992113
0.167,0.319,80,0.85,0.7558657249889396,0.9120604596258579
0.319,0.662,80,0.5125,0.4049314460370689,0.6189230605563166
