effect,n,naive,permutation,cutpoint_median,cutpoint_optimal,random,expression,codetection
0.25,240,0.8291666666666667,0.8291666666666667,0.7833333333333333,0.8416666666666667,0.7791666666666667,0.8708333333333333,0.8625
0.5,240,0.9458333333333333,0.95,0.9166666666666666,0.9791666666666666,0.9,0.9875,0.9875
