tie_break_share_low,tie_break_share_high,n,rate,ci_low,ci_high
0.00819,0.065,40,0.425,0.28509168524815875,0.5780519956394001
0.065,0.0991,40,0.5,0.35199278797099753,0.6480072120290025
0.0991,0.126,40,0.35,0.2213433317104915,0.5049440300646263
0.126,0.153,40,0.2,0.10499864973166874,0.34757607381856676
0.153,0.193,40,0.2,0.10499864973166874,0.34757607381856676
0.193,0.32,40,0.15,0.07061091708507435,0.2907262603902003
