depth_programme_loading,n,naive,permutation,cutpoint_median,cutpoint_optimal,random,expression,codetection
0.0,120,0.1,0.1,0.1,0.3416666666666667,0.03333333333333333,0.025,0.025
0.6,120,0.5083333333333333,0.5,0.49166666666666664,0.775,0.125,0.041666666666666664,0.041666666666666664
