test,model,term,n,coef,se,z,p
naive,product alone,intercept,600,0.18431699198686705,0.23656509953088614,0.7791385641938382,0.43589809527649603
naive,product alone,product,600,5.311717177648072,0.49623621635618187,10.7040095071084,9.746740001390618e-27
naive,share alone,intercept,600,-0.5599308606915342,0.08676410993051403,-6.453484754698237,1.093070031172566e-10
naive,share alone,share,600,0.4195467065539998,0.08661208232282014,4.843974365958173,1.2726735910086403e-06
naive,product and share,intercept,600,0.2658415541591611,0.2580013522417966,1.030388220252492,0.3028278007391638
naive,product and share,product,600,5.37109877021915,0.5160843505334938,10.407404845093373,2.293897140392365e-25
naive,product and share,share,600,0.22016898009401126,0.21820142612263135,1.0090171453337529,0.31296641159363026
