test,model,term,n,coef,se,z,p
naive,product alone,intercept,1680,-0.07245436534023197,0.09421392112267805,-0.7690409705577111,0.4418689889024633
naive,product alone,product,1680,4.166465012123036,0.2053670862655729,20.287890761303018,1.6450276220594284e-91
naive,share alone,intercept,1680,-0.45706257626910046,0.050302777186793886,-9.086229465459697,1.0253320903582769e-19
naive,share alone,share,1680,-0.18369362989971721,0.05212511317747614,-3.5240907635878926,0.00042493866209654315
naive,product and share,intercept,1680,-0.07073013096408465,0.09460667205887663,-0.7476230737729271,0.4546875431031999
naive,product and share,product,1680,4.165179460406334,0.2054359099206197,20.274836380921702,2.1450403897100153e-91
naive,product and share,share,1680,-0.01753719651076462,0.08309238668119351,-0.21105659869959967,0.8328431065509585
