depth_programme_loading,n,naive,permutation,cutpoint_median,cutpoint_optimal,random,expression,codetection
0.0,300,0.03666666666666667,0.04,0.043333333333333335,0.2633333333333333,0.04,0.04,0.03666666666666667
0.6,300,0.7,0.7,0.6533333333333333,0.8266666666666667,0.35,0.09333333333333334,0.05
