depth_programme_loading,n,naive,permutation,cutpoint_median,cutpoint_optimal,random,expression,codetection
0.0,240,0.9333333333333333,0.9375,0.8916666666666667,0.9458333333333333,0.9291666666666667,0.9333333333333333,0.925
0.6,240,0.8416666666666667,0.8416666666666667,0.8083333333333333,0.875,0.75,0.925,0.925
