test,model,term,n,coef,se,z,p
naive,product alone,intercept,400,2.3745433338926385,0.3161881456708785,7.5099062580426725,5.916971773387581e-14
naive,product alone,product,400,4.583028136472287,0.5140664814403002,8.915244043205579,4.867430800884849e-19
naive,share alone,intercept,400,0.5787035525563914,0.10454119861726963,5.535650635449982,3.100751021883639e-08
naive,share alone,share,400,0.15112530258136922,0.10664710038778157,1.4170596484279423,0.15646548881135974
naive,product and share,intercept,400,2.3594421814082946,0.32159321281161596,7.33672878472848,2.188775138295168e-13
naive,product and share,product,400,4.564109524928749,0.519104048612466,8.792282659186228,1.4655150232342735e-18
naive,product and share,share,400,0.03880701374327111,0.16577664535906095,0.23409216454596338,0.8149134287433482
