coexpr,n,naive,permutation,cutpoint_median,cutpoint_optimal,random,expression,codetection
0.0,540,0.4074074074074074,0.40555555555555556,0.35555555555555557,0.5666666666666667,0.22592592592592592,0.05555555555555555,0.053703703703703705
0.6,540,0.3925925925925926,0.3888888888888889,0.31851851851851853,0.5462962962962963,0.17592592592592593,0.07962962962962963,0.13518518518518519
