depth_programme_loading,n,naive,permutation,cutpoint_median,cutpoint_optimal,random,expression,codetection
0.0,360,0.06388888888888888,0.06944444444444445,0.07777777777777778,0.30833333333333335,0.06388888888888888,0.06944444444444445,0.075
0.3,360,0.44166666666666665,0.4361111111111111,0.32222222222222224,0.5861111111111111,0.2222222222222222,0.07222222222222222,0.08333333333333333
0.6,360,0.6944444444444444,0.6861111111111111,0.6111111111111112,0.775,0.31666666666666665,0.06111111111111111,0.125
