coexpr,n,naive,permutation,cutpoint_median,cutpoint_optimal,random,expression,codetection
0.0,214,0.19626168224299065,0.19626168224299065,0.17757009345794392,0.40654205607476634,0.09813084112149532,0.02336448598130841,0.018691588785046728
0.6,180,0.16111111111111112,0.15555555555555556,0.08333333333333333,0.32222222222222224,0.05,0.044444444444444446,0.03888888888888889
