depth_programme_loading,n,naive,permutation,cutpoint_median,cutpoint_optimal,random,expression,codetection
0.0,360,0.16944444444444445,0.16666666666666666,0.12222222222222222,0.3638888888888889,0.06944444444444445,0.03611111111111111,0.027777777777777776
0.3,34,0.29411764705882354,0.29411764705882354,0.2647058823529412,0.4117647058823529,0.14705882352941177,0.0,0.029411764705882353
